,EPS,Earnings_Yield,Effect_of_forex_changes_on_cash,Weighted_Average_Shs_Out,Gross_Profit_Growth,Net_cash_flow_/_Change_in_cash,Net_Income_per_Share,Book_Value_per_Share_Growth,Weighted_Average_Shares_Growth,Revenue_Growth,Financing_Cash_Flow,Operating_Cash_Flow_growth,Operating_Cash_Flow_per_Share,Asset_Growth,Operating_Income_Growth,Retained_earnings_(deficit),SG&A_Expenses_Growth,EPS_Growth,Receivables_growth,Issuance_(buybacks)_of_shares
5445,4.26,0.0432,-24000000.0,270300000.0,0.0574,-319396000.0,4.2563,-0.6027,0.0004,0.0519,837972000.0,-0.815,0.8358,0.2082,2.1234,7636000000.0,-0.1919,2.7971,0.0633,-570775000.0
10319,2.21,0.0468,0.0,39221680.0,0.1863,-4951000.0,2.2172,0.0408,0.0786,0.1863,29239000.0,0.0329,2.7537,0.0937,0.2117,-99349000.0,0.1619,0.1218,0.295,78592000.0
223,0.31,0.0089,0.0,120917270.0,0.1881,60975000.0,0.335,-0.111,0.1311,0.1863,-193545000.0,1.5369,1.5791,-0.0123,2.1234,-176018000.0,-0.1429,1.4429,-0.0156,597000.0
17448,0.61,0.0163,0.0,31469920.0,-0.177,-37598000.0,0.6055,-0.0643,-0.0202,-0.0912,-105304000.0,-0.2594,2.7269,0.0204,-0.5966,128168000.0,-0.0029,-0.7371,-0.1871,-98889000.0
3508,1.14,0.0646,-304000.0,15272807.0,0.263,-2768000.0,1.1364,0.1731,0.0295,0.2981,68138000.0,-0.126,1.3298,0.5305,-0.0384,103032000.0,0.37,0.0962,0.2546,-2179000.0
8563,-1.47,-0.5957,0.0,19705496.0,0.0,-25544000.0,-1.469,-0.6089,0.3069,0.0,-2171000.0,-0.2305,-1.2703,-0.2409,-0.1583,-125829000.0,0.1307,0.1198,0.0,-43000.0
2549,1.11,0.0586,0.0,60252828.0,0.29,-36243000.0,1.1161,-0.0982,0.0306,0.29,99358000.0,-0.482,1.6386,0.0191,2.0633,-387568000.0,0.0134,-0.75,0.0,12675000.0
643,-1.75,-0.1044,-1170000.0,32113706.0,-0.0545,9146000.0,-1.7517,-0.1598,0.0029,-0.0482,-32158000.0,-0.1156,0.2778,-0.121,-0.4431,338362000.0,-0.0384,-2.3448,-0.1836,480000.0
17399,-0.27,-0.1174,-40000.0,38686068.0,0.0256,8161000.0,-0.2687,0.1396,0.2026,0.0993,13695000.0,-1.0319,-0.0072,0.1647,-0.1166,-86627000.0,0.0047,0.25,0.1574,22073000.0
14159,0.6201,0.0259,0.0,80177930.0,0.1026,-319396000.0,7.7254,0.0328,-0.0166,0.0588,-632437300.0,2.4291,14.3718,0.0414,0.9384,1031410400.0,0.0254,2.004,0.2483,3322259.2
3470,1.48,0.031,-10965000.0,47906030.0,0.3183,51327000.0,1.4758,0.1964,0.0314,0.3151,10347000.0,0.8012,2.2224,0.3723,0.1267,260598000.0,0.4049,0.0963,0.3017,0.0
10856,1.93,0.0409,-13000000.0,336959360.0,0.2001,-113000000.0,1.9352,0.1092,-0.0624,-0.0231,-166000000.0,-0.3648,6.6667,0.0077,0.9267,9313000000.0,0.0767,1.6806,-0.0494,-134000000.0
16172,1.48,0.0675,0.0,10170935.0,0.0465,3824000.0,1.5605,0.0859,0.2344,0.0465,129185000.0,0.1756,2.0469,0.1079,-0.0673,31652000.0,0.1246,-0.2449,0.0,32817000.0
2399,-5.23,-0.1821,0.0,9572116.0,0.3652,-896000.0,4.4067,0.0169,0.0028,0.3211,232907000.0,0.5347,14.3718,0.0585,0.5566,366409000.0,-0.0687,-2.3448,-0.0433,-8086000.0
4065,2.82,0.06,-11000000.0,116585690.0,0.1814,29000000.0,2.8157,0.0153,-0.0026,0.0171,-333000000.0,0.6416,6.3311,-0.0286,0.398,1055000000.0,0.078,0.4688,0.0519,-138000000.0
4782,-3.2,-0.2133,0.0,3647754.0,-0.4304,-5450671.0,-3.1949,-0.5484,0.0139,-0.2962,-159950.0,0.0665,-1.4157,-0.2409,-1.0254,-87655970.0,-0.0826,-1.0,-0.453,0.0
1859,0.84,0.0397,-1009000.0,20371872.0,0.1291,9532000.0,0.8527,0.0678,-0.0112,0.1079,26127000.0,0.2162,3.9,0.0611,-0.0761,31797000.0,0.1301,-0.0455,-0.175,1458000.0
3071,2.48,0.0999,0.0,12221547.0,0.1123,-5492000.0,2.4834,0.049,0.0002,0.1123,46191000.0,0.0434,3.4987,0.0247,0.3059,168951000.0,0.0536,0.6,0.0,-1992000.0
6580,0.0,0.0,6700000.0,688334400.0,0.0,419284000.0,0.0,0.0,0.0,0.0,-1363003000.0,0.0,0.0,0.0,0.0,6805000000.0,0.0,0.0,0.0,0.0
16141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17479,0.0,0.0,-25000.0,39339356.0,0.1145,-11940000.0,0.0043,0.0303,0.0099,0.1376,3075000.0,-1.6099,-0.0628,0.0757,0.7846,93605000.0,0.0434,1.0,0.3677,3300000.0
3356,-0.75,-0.0097,13000.0,107269580.0,0.5029,419284000.0,-0.752,1.048,0.3093,0.5211,556699000.0,0.5831,0.7029,1.0319,-2.0454,-169707000.0,0.7071,-0.6304,0.3034,157286000.0
522,-5.23,-0.0484,-176952.0,27384.0,0.1202,2170569.0,-5.5868,1.048,0.0,0.2233,22254960.0,-0.7218,-3.4117,1.0319,-1.4293,-88558220.0,0.7181,-1.3571,0.1968,22292416.0
7860,-1.05,-0.21,-458523.0,4232894.0,0.0349,-4320376.0,-1.0453,-0.348,0.0087,0.0275,-310959.0,-0.2581,-0.7852,-0.2409,-0.0273,-55330904.0,0.0341,0.25,-0.0282,-310959.0
4031,-0.475,-0.0163,-24000000.0,688334400.0,-0.4304,-319396000.0,-0.6076,-0.1931,0.0,-0.2693,-1363003000.0,-0.3585,8.6377,-0.1508,-0.7018,9313000000.0,0.0,-1.1345,-0.2405,-570775000.0
1568,0.33,0.1254,0.0,109994270.0,-0.4304,-14500000.0,0.3321,0.6125,-0.0269,-0.2962,-135000000.0,-0.1874,1.2277,-0.1159,2.1234,-1005000000.0,0.0127,1.3837,-0.3226,-16600000.0
3766,5.9,0.0657,0.0,1886630.0,-0.0332,-1520000.0,7.7254,-0.0129,0.0005,-0.0332,-23099000.0,0.2259,12.9232,-0.0187,-0.1058,174690000.0,0.0119,-0.1489,0.2091,-29000.0
1400,-2.56,-0.1337,0.0,37185030.0,0.0,265478000.0,-2.5599,1.048,0.6672,0.0,340494000.0,-0.4709,-2.2303,1.0319,-0.4645,-214406000.0,0.7181,0.2829,0.0,157286000.0
11277,5.9,0.0344,-24000000.0,13991499.0,-0.3036,-319396000.0,7.7254,0.0768,0.003,0.0451,152019000.0,-0.179,14.3718,0.0375,-0.0642,3526395000.0,0.0289,-0.252,0.1088,-51142000.0
11617,-0.05,-0.0144,-4734152.0,118098020.0,-0.285,-17099052.0,-0.0741,-0.0406,0.02,-0.2267,9702412.0,-1.6099,-0.828,0.1635,-2.0454,-7239583.0,0.0846,-1.05,0.3415,142618.0
9251,0.5,0.0248,23000.0,98579390.0,0.2271,8963000.0,0.4965,-0.6089,0.1947,0.1443,-85183000.0,0.3325,2.5131,0.4323,0.5912,-164062000.0,-0.1001,2.7971,0.2623,-1447000.0
3264,0.29,0.0164,0.0,10743373.0,-0.053,-27243230.0,0.2894,-0.0886,0.0287,0.2264,-6137282.0,-0.205,2.0863,0.0479,-0.664,26380816.0,0.1778,-0.6979,-0.0337,-449613.0
9853,2.69,0.0517,-4700000.0,91760950.0,0.0597,-16600000.0,2.6918,0.0895,-0.0313,0.0769,-46800000.0,0.3336,4.3254,0.0975,0.0833,1254700000.0,0.0096,0.0847,0.0496,-110800000.0
13336,-1.94,-0.0847,2890000.0,105015416.0,0.1729,-244525000.0,-1.9382,-0.1557,0.0152,0.0791,46816000.0,-1.6099,-1.768,-0.0707,0.8399,-1005000000.0,-0.0302,0.5381,1e-04,27551000.0
16892,0.3,-0.0022,0.0,31122000.0,-0.3137,-12000000.0,0.0,-0.1896,-0.0015,-0.2962,-1363003000.0,-1.6099,0.0,0.1274,2.1234,-5212000.0,-0.0946,1.566,0.0,0.0
873,-5.23,-0.5957,-1000.0,193462.0,-0.0926,13304000.0,-5.5868,-0.2574,0.2326,-0.0926,25247000.0,0.5182,-3.4117,0.0108,0.1659,-159958000.0,0.0741,0.3318,-0.3443,25276000.0
9632,-5.23,-0.0379,0.0,1.0,1.1081,1176000.0,7.7254,0.2174,0.0,0.8047,67826000.0,2.5403,14.3718,0.9366,1.6537,-283241000.0,-0.0258,0.9794,-0.453,5765000.0
610,1.2347,0.0997,-24000000.0,688334400.0,0.0147,419284000.0,1.1486,0.0025,-0.0045,0.0147,193877550.0,1.5521,7.3538,0.0152,0.1141,9313000000.0,-0.0145,2.7971,0.2139,-570775000.0
15338,5.9,0.1182,0.0,35895000.0,0.1314,86021000.0,7.7254,0.0,0.0,0.0561,-140720000.0,0.0433,8.4932,1.0319,-0.5815,1914963000.0,0.5014,-0.1169,-0.453,0.0
13301,5.9,0.1254,-24000000.0,212052510.0,-0.0127,-319396000.0,7.7254,0.2939,-0.0391,0.0401,-1363003000.0,0.2919,14.3718,0.0787,-0.0776,9313000000.0,0.0092,1.3371,0.0131,-570775000.0
4232,-0.2025,-0.0711,73879.97,97761784.0,0.0,3833611.0,-0.389,-0.2454,0.1325,0.0,191750130.0,0.9996,-0.0382,0.627,-0.1228,-121750310.0,0.1116,-2.3448,-0.2908,68453944.0
14966,5.9,0.1254,0.0,7842814.0,-0.1143,-6822000.0,7.7254,0.1248,0.0002,-0.0935,-189653000.0,-0.3088,14.3718,-0.045,1.8817,114785000.0,0.0257,1.2275,-0.003,0.0
307,2.06,0.0585,-1553000.0,20154664.0,0.0954,-9624000.0,2.0591,-0.004,-0.0053,-0.0343,-40881000.0,-0.206,2.9461,-0.0201,0.3446,474633000.0,0.0303,1.102,-0.0021,-21923000.0
10320,0.965,0.027,0.0,170609650.0,0.0594,-24684000.0,1.0219,0.0807,0.0089,0.0594,-158444000.0,-0.0015,2.0781,0.0231,0.065,-231276000.0,0.0011,0.2452,0.0,61206000.0
10391,0.09,0.0081,0.0,1942495.0,-0.2089,-1686236.0,0.0879,0.0129,0.0,-0.1871,6507.0,-0.3647,0.1446,0.0185,-0.4418,13927613.0,0.0145,-0.625,-0.0363,0.0
14754,0.94,0.0599,0.0,54850932.0,-0.023,-17238000.0,0.9353,0.0742,0.0295,0.0694,-45593000.0,0.0402,1.4302,0.0515,0.0102,345302000.0,-0.0833,0.2208,0.0738,-11727000.0
14131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5182,0.77,0.0,0.0,335000000.0,0.0,-36000000.0,0.0,0.0,0.0,0.0,-1104000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,0.85,0.0224,-24000000.0,688334400.0,-0.0547,419284000.0,0.809,-0.1672,0.0008,-0.0167,-1363003000.0,-0.1901,1.5118,-0.0427,-0.0789,5683000000.0,-0.0197,-0.2827,0.0398,34000000.0
13970,2.21,0.033,6700000.0,127295920.0,0.203,233364000.0,2.2131,0.3553,-0.0234,0.1378,-26611000.0,0.2986,2.8186,0.2614,0.1411,1294214000.0,0.2394,0.1632,-0.2981,-22420000.0
1925,-2.1,-0.1174,0.0,2396078.0,0.4201,7353224.0,-2.1278,1.048,0.3992,0.8047,13905034.0,-1.6099,-2.3712,1.0319,-0.6432,-31996952.0,0.5665,0.4262,1.1213,13681054.0
10450,-5.23,-0.5957,-1045000.0,100783070.0,0.7545,-147843000.0,-5.5868,0.0,0.0,-0.188,-93004000.0,0.782,-0.4516,-0.2409,-2.0454,-1005000000.0,-0.1919,-2.0579,-0.1359,0.0
10817,2.94,0.0827,-4000000.0,576121340.0,-0.1674,115200000.0,2.9971,0.074,-0.0614,-0.1674,-1363003000.0,-0.2328,2.9988,-0.0145,-0.2186,9313000000.0,-0.1359,-0.1064,-0.0521,-570775000.0
16031,1.21,0.1254,0.0,32673590.0,-0.0451,-2759000.0,-0.241,-0.1069,-0.012,-0.0687,-56176000.0,-0.4725,1.6287,-0.0922,-0.0399,-90903000.0,-0.0846,-0.1037,-0.1442,-2490000.0
1347,3.92,0.1254,0.0,101039704.0,0.2016,-10919000.0,3.9173,1.048,-0.057,0.2016,-237969000.0,0.5769,2.2165,0.4923,0.2976,-1005000000.0,-0.1919,2.136,0.1807,-1934000.0
6209,2.31,0.1254,0.0,3239306.0,-0.0098,1802000.0,2.3104,0.355,0.0437,-0.0375,-12599000.0,0.1595,6.4869,-0.0239,0.1422,-20073000.0,-0.0978,0.4259,-0.0587,0.0
9545,1.64,0.0698,0.0,1858647.0,0.0471,907000.0,1.6356,0.1012,0.0,0.0454,-4488000.0,-0.213,4.7169,0.0326,-0.0811,28750000.0,0.0907,-0.1183,0.2067,0.0
12171,-2.52,-0.0333,-5945000.0,166000000.0,0.4673,-10854000.0,-2.5177,-0.3538,0.0567,0.3834,-55752000.0,-0.4994,0.9669,0.1255,-1.2972,-997390000.0,0.3102,-0.9843,0.5873,66378000.0
5162,0.31,0.0308,0.0,65262116.0,0.5434,22737000.0,0.3122,0.1213,0.0147,0.4828,60607000.0,1.9557,1.9351,0.8577,0.5868,-48278000.0,0.5453,0.2917,0.4371,-2818000.0
403,-2.06,-0.1938,-8000000.0,211291180.0,-0.0627,98000000.0,-1.9688,-0.091,0.0043,-0.1045,-637000000.0,-0.0567,1.3394,-0.115,-2.0454,-233000000.0,-0.0835,-2.3448,-0.298,0.0
9060,-0.62,-0.1033,0.0,2632710.0,0.4388,-1508000.0,-0.6183,-0.6089,0.2947,0.5578,33000.0,-0.0358,-0.3348,-0.2409,-0.6264,-22576000.0,0.6679,0.2439,0.2,33000.0
15464,-1.2,-0.0234,0.0,108581544.0,-0.2343,-319396000.0,-1.1817,-0.0911,0.0047,0.1111,-300829000.0,-0.508,3.4212,-0.0574,-2.0454,3855686000.0,0.0093,-1.2222,0.2716,11285000.0
10009,1.31,0.0242,-700000.0,16001132.0,-0.0367,15200000.0,1.315,0.024,-0.0019,-0.0449,-89900000.0,0.2407,8.779,0.0027,-0.056,19700000.0,-0.031,-0.2156,0.0104,-13600000.0
4302,-4.92,0.0406,-11600000.0,58573908.0,0.8346,-319396000.0,2.804,1.048,0.1248,-0.0362,-1162300000.0,1.492,8.0354,0.2828,2.1234,38900000.0,0.2321,-2.3448,0.0273,-570775000.0
11849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15367,-0.33,-0.0286,0.0,41128630.0,-0.131,-38791000.0,-0.3345,-0.0798,-0.036,-0.1015,-25270000.0,-0.0703,0.6402,-0.0614,-0.3665,30401000.0,0.0288,-1.7674,-0.1808,-22234000.0
5937,2.71,0.024,0.0,99703060.0,0.1095,-26010000.0,2.8596,0.0127,0.0373,0.094,837972000.0,0.0736,5.2996,0.1539,-0.1676,1643546000.0,0.0258,-0.4838,0.2902,157286000.0
261,5.9,0.0342,-8560000.0,95997700.0,0.1187,-319396000.0,7.7254,-0.4073,-0.0527,0.0927,-1363003000.0,-0.0021,11.2662,-0.107,0.1375,2424674000.0,0.1125,0.2146,0.0299,-570775000.0
16344,2.02,0.0906,0.0,12508989.0,0.121,5389000.0,2.0219,0.112,-0.0044,0.121,101343000.0,0.4113,4.2266,0.1659,-0.1672,97035000.0,0.2801,0.4638,0.0,-3657000.0
10127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,-0.53,-0.0147,0.0,229283440.0,0.185,94900000.0,0.0071,-0.0893,0.0836,0.1893,837972000.0,0.2177,5.1026,0.1772,2.1234,-130400000.0,0.263,-0.7097,0.0458,157286000.0
1092,1.58,0.0212,-9000000.0,142924270.0,0.301,104000000.0,1.5804,0.3005,0.0,0.3185,-61000000.0,0.1662,2.8462,0.3225,0.1565,628000000.0,0.3519,0.0972,0.3363,3000000.0
11445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6932,1.25,0.0778,0.0,12441098.0,-0.0082,-50527000.0,1.2833,-0.1106,-0.0296,-0.0082,-4595000.0,0.0755,2.8242,0.0192,-0.2157,68442000.0,0.1513,-0.1667,0.0,-10500000.0
4650,-5.23,-0.5957,-9000.0,165789.0,1.1081,-23783000.0,-5.5868,-0.581,0.0502,0.8047,7464000.0,0.4581,-3.4117,-0.2409,0.6239,-318557000.0,-0.1919,0.6415,1.1213,7464000.0
1527,-0.54,-0.0199,-1172000.0,21589400.0,0.5752,-5588000.0,-0.5423,-0.12,0.0855,0.5302,149923000.0,-0.0478,0.3676,0.718,0.4977,-85675000.0,0.3725,0.4706,0.6257,807000.0
11975,0.69,0.0619,0.0,2039129.0,0.0326,-1230000.0,0.6935,0.0495,-0.0161,0.0326,6296000.0,0.9982,1.7236,0.0182,0.0582,40189000.0,0.0242,0.0,0.0,-19000.0
7143,1.06,0.0904,0.0,11644940.0,-0.0666,12348000.0,1.0604,-0.0056,0.1621,-0.0046,43678000.0,-1.6099,-2.8021,0.2473,0.0087,-2006000.0,-0.0156,-0.3375,0.0,25193000.0
9027,-0.81,-0.1052,0.0,2743568.0,0.0,-174799.0,-0.8056,-0.6089,-0.0624,0.0,197500.0,0.9883,-0.4459,-0.2409,0.983,-727835.0,-0.1919,0.9481,-0.453,0.0
14406,-0.023,-0.0052,-65184.05,22285292.0,-0.0361,-14036043.0,-0.0353,-0.0858,0.0562,-0.026,335338940.0,0.6949,-0.0636,0.9237,-0.3858,26092158.0,-0.0256,-1.1355,0.3161,236963.19
13257,-5.23,-0.4378,0.0,100936870.0,-0.0225,-105000000.0,-5.5868,-0.6089,0.0128,-0.0225,-1326000000.0,1.1505,11.9294,-0.0533,-0.1317,-1005000000.0,-0.0058,-2.3448,-0.097,7000000.0
9446,5.9,0.0508,-81000.0,20256052.0,-0.0076,87242000.0,6.2323,0.0923,0.0058,0.0079,-5644000.0,-0.085,10.3502,0.1101,0.0039,1319142000.0,-0.0326,0.0015,0.0311,5313000.0
12731,2.08,0.0619,0.0,688334400.0,0.0617,45000000.0,2.0966,0.0071,-0.0248,0.0501,-352000000.0,-0.1312,4.535,0.0769,-0.0347,9313000000.0,0.0678,-0.0048,-0.049,-570775000.0
15788,5.9,0.0555,6700000.0,55248668.0,0.2056,419284000.0,7.7254,0.1771,-0.0495,0.0814,837972000.0,0.2218,14.3718,0.2027,0.3003,4167100000.0,0.1613,0.9227,0.0315,-535300000.0
9092,4.4951,0.0569,6700000.0,688334400.0,0.2211,-212617900.0,7.7254,0.3582,0.0071,0.2708,-1363003000.0,0.3203,14.3718,0.3653,0.2044,9313000000.0,0.2039,1.6944,0.0,-570775000.0
533,-0.26,-0.1576,0.0,64325040.0,-0.4304,572088.0,-0.26,0.4767,0.3749,-0.2962,9862810.0,-1.6099,-0.1097,0.7868,-2.0454,-55525096.0,0.7181,0.5667,-0.0701,9859339.0
2418,-5.23,-0.5957,0.0,60127464.0,-0.1405,57659210.0,-5.5868,-0.3306,-0.0624,-0.2302,-574870900.0,-0.1978,13.971,-0.2409,-0.8752,-1005000000.0,-0.1919,-0.9245,-0.3711,9466437.0
4042,2.11,0.1254,0.0,74188780.0,-0.043,8830000.0,4.1281,-0.0291,0.0018,-0.0117,-351597000.0,-0.0309,9.6575,0.0334,-0.3359,0.0,-0.0699,-0.5577,-0.3918,0.0
4677,-2.68,-0.4316,0.0,13905599.0,-0.4304,14742000.0,-2.682,-0.4157,0.6672,-0.2962,37701000.0,-1.5913,-2.0179,0.242,-0.9355,-150134000.0,0.5974,-1.5769,0.0,41506000.0
2922,1.01,0.0675,0.0,11533315.0,0.1024,39697000.0,1.0136,-0.0223,0.0007,0.1183,65612000.0,0.4071,-2.247,0.4118,0.1562,-9295000.0,-0.0104,-0.0818,0.1106,0.0
16540,0.62,0.0,1000000.0,443000000.0,0.0,-28000000.0,0.0,0.0,0.0,0.0,-213000000.0,0.0,0.0,0.0,0.0,-613000000.0,0.0,0.0,0.0,-100000000.0
2250,0.2644,0.0523,0.0,39574732.0,-0.1417,46263344.0,4.0934,0.0493,-0.0624,-0.1404,-85917640.0,-0.42,14.3718,-0.1157,-0.0637,72699544.0,-0.1796,0.0555,-0.1076,508388.4
5480,1.43,0.0422,2182000.0,88148720.0,0.1307,-5053000.0,1.4353,0.0553,-0.0193,0.0876,-58546000.0,0.0207,3.6885,0.0447,0.1985,618399000.0,0.1313,0.7654,0.1243,-74861000.0
11586,1.63,0.0888,0.0,8756071.0,-0.1859,-1400000.0,1.6332,-0.0233,0.0004,0.1181,-31800000.0,2.5403,3.4719,-0.0593,-0.3125,9000000.0,-0.0068,-0.3093,-0.453,0.0
14664,1.34,0.1254,6700000.0,57590084.0,0.0567,34813000.0,1.2688,-0.0396,0.2619,0.0327,40469000.0,-0.1664,1.6871,0.1482,-0.1515,773276000.0,0.2288,-0.2209,0.3247,2085000.0
886,-3.91,-0.0427,-3996000.0,48685080.0,0.1268,-46411000.0,-3.9054,-0.1774,0.0071,0.0935,-42348000.0,0.3191,2.4845,0.0183,-2.0454,-251579000.0,0.2233,-2.3448,-0.0922,-45822000.0
9459,5.9,0.0605,6700000.0,688334400.0,0.0076,-319396000.0,4.2657,0.0192,-0.0624,0.0185,-1363003000.0,0.0918,5.4043,-0.0336,0.0581,9313000000.0,-0.0847,0.0193,-0.0136,-494074080.0
1719,3.09,0.0417,-1034000.0,44737296.0,0.1633,-16358000.0,3.1028,0.0979,-0.0214,0.1951,-112347000.0,-0.3712,2.277,0.0757,0.2734,1255374000.0,0.079,-0.0252,0.1218,-52633000.0
12901,4.34,0.047,0.0,678938.0,-0.0311,-82315.0,4.3409,-0.0518,0.0934,-0.0152,16198552.0,-1.6099,-3.4117,0.1893,-0.4276,60935910.0,0.0395,-0.5368,0.0219,-1124921.0
2460,0.11,0.0683,0.0,37056216.0,0.0481,-914132.0,0.1097,0.2475,0.1256,0.2171,16446133.0,0.1691,0.1704,0.7438,-0.1577,5104641.0,0.0778,-0.1538,0.2562,393285.0
6794,0.62,0.0329,0.0,18406224.0,0.1411,9661000.0,0.6232,-0.1434,0.4409,0.1897,-37111000.0,0.5203,2.7275,0.2692,-0.3872,90790000.0,0.201,-0.5441,0.0,-741000.0
8623,-1.54,-0.1962,10000.0,86780420.0,1.1081,-19462000.0,-1.541,-0.6089,0.6672,0.8047,75124000.0,-0.0772,-1.2575,-0.0822,-0.1089,-519926000.0,0.5188,0.5804,0.5208,616000.0
17195,5.9,0.0422,1900000.0,42093296.0,0.0313,-102100000.0,7.464,0.0128,-0.0092,0.065,-391800000.0,-0.1323,7.8097,-0.0164,0.1101,1659900000.0,-0.0039,0.1184,0.0009,-354900000.0
3380,-0.0593,-0.0631,0.0,75265000.0,0.4267,-6911111.0,-0.1093,-0.0835,0.0057,0.7467,7645185.0,-0.277,-0.0706,0.0254,0.0687,-89366790.0,0.0488,0.1612,1.1213,8360740.5
12739,0.141,0.0213,6700000.0,688334400.0,0.0151,419284000.0,1.5463,0.0081,-0.0156,0.0329,-1363003000.0,0.1245,4.2691,0.0187,0.0181,-1005000000.0,0.0085,-0.4254,0.1132,-11658109.0
3339,0.62,0.0429,1500000.0,61939724.0,0.114,-10773000.0,0.6207,0.0658,-0.0044,0.2399,99082000.0,-0.1129,1.5412,0.2409,-0.3627,521327000.0,0.2595,-0.2346,0.2757,-15615000.0
2986,-1.7882,-0.2701,247987.72,519644.47,0.4098,14075269.0,-5.5868,-0.6089,-0.0234,0.3057,8866083.0,0.4467,-3.4117,0.2102,-0.8221,-245810540.0,0.5394,0.5119,1.0132,-1637557.6
2334,0.63,0.0391,0.0,254989180.0,-0.1454,66754000.0,7.7254,-0.6089,-0.0201,-0.1133,-1363003000.0,-0.5485,2.2924,-0.1848,-0.4898,-1005000000.0,-0.1919,0.0,-0.3338,157286000.0
6061,0.42,0.022,0.0,16389580.0,-0.0262,-1082000.0,0.9392,-0.1614,-0.0339,-0.0262,-8663000.0,0.0115,12.3158,-0.005,-0.0589,-330713000.0,0.1038,-0.5882,0.0,-41005000.0
14514,2.81,0.0722,50000.0,72336980.0,0.0669,-2346000.0,2.8074,0.1875,0.003,0.0536,-101416000.0,-0.0867,3.9135,0.0084,0.1408,1267871000.0,0.0697,1.5545,0.1957,2461000.0
6622,3.05,0.0629,0.0,48367148.0,0.1096,45088000.0,3.2767,0.1053,0.0282,0.1096,837972000.0,-0.8112,0.8145,0.1449,0.0216,928211000.0,0.1628,-0.0224,-0.453,15695000.0
12479,-0.03,-0.0053,0.0,20846114.0,0.2906,664000.0,-0.0274,-0.0342,0.2749,0.3275,19799000.0,0.6282,-0.326,0.2244,2.1234,-75195000.0,0.2246,0.8125,0.3901,16192000.0
1076,0.44,0.0297,354000.0,135590620.0,0.0127,-7517000.0,0.4371,-0.1494,0.1984,0.0924,-137225000.0,0.5054,1.8642,-0.0199,0.1065,25523000.0,0.1493,-0.1538,0.0171,-2920000.0
7471,-0.06,-0.0035,-1900000.0,58917550.0,0.0051,-5400000.0,-0.0578,0.1342,0.0,0.0235,40600000.0,-0.8503,0.1599,0.0417,-2.0454,0.0,0.1913,-1.3333,0.1026,0.0
3692,0.32,0.0818,0.0,3395521.0,0.0916,-315000.0,0.3222,0.0235,0.0004,0.0764,3000.0,1.0709,0.0775,0.0916,0.0051,8641000.0,0.0326,0.6,-0.0107,3000.0
5768,0.59,0.0606,0.0,8577256.0,1.1081,-502884.0,0.5865,0.0772,0.0103,0.8047,-2350998.0,1.611,0.2406,0.1287,1.2421,18389594.0,0.0449,1.198,0.2896,80000.0
4396,-0.18,-0.0085,-17000.0,33254840.0,0.0739,-9424000.0,-0.1782,-0.0984,-0.0101,0.065,-29255000.0,0.0335,1.0814,-0.0914,1.2974,9553000.0,0.1244,0.1429,-0.453,-28023000.0
6206,-0.25,0.0,0.0,63000000.0,0.0,-14000000.0,0.0,0.0,0.0,0.0,-1000000.0,0.0,0.0,0.0,0.0,-197000000.0,0.0,0.0,0.0,0.0
2904,-0.88,-0.0781,0.0,22702820.0,0.2343,-57062096.0,-0.8767,-0.0572,-0.0301,-0.1997,33035618.0,-1.0659,-3.4117,0.0235,0.3456,-30058804.0,-0.0111,-2.0732,-0.453,-4114967.0
1840,0.24,0.0284,0.0,38165676.0,0.0959,3466000.0,0.1976,0.0394,0.0084,0.0164,-6145000.0,0.3367,0.2871,0.0124,0.263,77755000.0,0.0176,0.2,0.1722,-576000.0
16986,1.23,0.0245,0.0,309005280.0,-0.0135,-50000000.0,1.231,-0.0077,0.0,-0.0091,528000000.0,0.1294,5.6962,0.0116,-0.5771,1475000000.0,0.0,-0.3971,-0.0822,-4000000.0
2158,-0.48,-0.0655,-70000.0,36250736.0,-0.0832,-9518000.0,-0.4754,-0.0988,0.0182,-0.0561,-23767000.0,-0.5386,0.5889,-0.087,-2.0454,-84062000.0,-0.0384,-1.4486,-0.0383,-5000000.0
16258,2.2,0.0,2000000.0,22962000.0,1.1081,-2000000.0,0.0,0.0,0.0,0.8047,-26000000.0,-0.3902,0.0,0.0,0.6682,1970000.0,0.0,0.6667,0.0298,0.0
